FILE,LABEL,VALUE
calculation,label,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,type,locator
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear
calculation,label,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear_43bc6b71-af9e-673d-6993-b6a02f1641e8
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,1
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,to,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear_43bc6b71-af9e-673d-6993-b6a02f1641e8
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths
calculation,label,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths_d5204522-5767-9cc8-bd20-39f37a077136
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,2
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,to,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths_d5204522-5767-9cc8-bd20-39f37a077136
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearTwo
calculation,label,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearTwo_5b3c8073-78d2-1d8d-4a57-09d002ab65a0
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,3
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,to,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearTwo_5b3c8073-78d2-1d8d-4a57-09d002ab65a0
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree
calculation,label,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree_006a0126-4f87-3b72-3a02-6e918f06be6c
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,4
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,to,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearThree_006a0126-4f87-3b72-3a02-6e918f06be6c
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour
calculation,label,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour_e274b476-0799-2889-05dd-d2465fdd0c72
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,5
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,to,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDueYearFour_e274b476-0799-2889-05dd-d2465fdd0c72
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,fb-20200630.xsd#fb_LesseeOperatingLeaseLiabilityToBePaidAfterYearFour
calculation,label,loc_fb_LesseeOperatingLeaseLiabilityToBePaidAfterYearFour_B034409AEB9103F56978547654FDBB66
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,6
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,to,loc_fb_LesseeOperatingLeaseLiabilityToBePaidAfterYearFour_B034409AEB9103F56978547654FDBB66
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_FinanceLeaseLiabilityPaymentsDue
calculation,label,loc_us-gaap_FinanceLeaseLiabilityPaymentsDue_1745751e-4825-6a0a-827d-0206e7453ce1
calculation,type,locator
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear
calculation,label,loc_us-gaap_FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear_958a279d-3c0f-8321-b7ed-2a7744faba96
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,1
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_FinanceLeaseLiabilityPaymentsDue_1745751e-4825-6a0a-827d-0206e7453ce1
calculation,to,loc_us-gaap_FinanceLeaseLiabilityPaymentsRemainderOfFiscalYear_958a279d-3c0f-8321-b7ed-2a7744faba96
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_FinanceLeaseLiabilityPaymentsDueNextTwelveMonths
calculation,label,loc_us-gaap_FinanceLeaseLiabilityPaymentsDueNextTwelveMonths_f8cbe4fe-ce0b-953f-8495-149ce377c1d3
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,2
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_FinanceLeaseLiabilityPaymentsDue_1745751e-4825-6a0a-827d-0206e7453ce1
calculation,to,loc_us-gaap_FinanceLeaseLiabilityPaymentsDueNextTwelveMonths_f8cbe4fe-ce0b-953f-8495-149ce377c1d3
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_FinanceLeaseLiabilityPaymentsDueYearTwo
calculation,label,loc_us-gaap_FinanceLeaseLiabilityPaymentsDueYearTwo_98bf8d35-5f32-2cd0-5575-add2d99ae37a
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,3
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_FinanceLeaseLiabilityPaymentsDue_1745751e-4825-6a0a-827d-0206e7453ce1
calculation,to,loc_us-gaap_FinanceLeaseLiabilityPaymentsDueYearTwo_98bf8d35-5f32-2cd0-5575-add2d99ae37a
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_FinanceLeaseLiabilityPaymentsDueYearThree
calculation,label,loc_us-gaap_FinanceLeaseLiabilityPaymentsDueYearThree_408fcf80-f685-9438-290b-4a5f2cdc4600
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,4
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_FinanceLeaseLiabilityPaymentsDue_1745751e-4825-6a0a-827d-0206e7453ce1
calculation,to,loc_us-gaap_FinanceLeaseLiabilityPaymentsDueYearThree_408fcf80-f685-9438-290b-4a5f2cdc4600
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_FinanceLeaseLiabilityPaymentsDueYearFour
calculation,label,loc_us-gaap_FinanceLeaseLiabilityPaymentsDueYearFour_db8c68a6-539e-d343-414a-712df4cd8591
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,5
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_FinanceLeaseLiabilityPaymentsDue_1745751e-4825-6a0a-827d-0206e7453ce1
calculation,to,loc_us-gaap_FinanceLeaseLiabilityPaymentsDueYearFour_db8c68a6-539e-d343-414a-712df4cd8591
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,fb-20200630.xsd#fb_FinanceLeaseLiabilityToBePaidAfterYearFour
calculation,label,loc_fb_FinanceLeaseLiabilityToBePaidAfterYearFour_3F896E914CAB2D52EFD45477B052BBBC
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,6
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_FinanceLeaseLiabilityPaymentsDue_1745751e-4825-6a0a-827d-0206e7453ce1
calculation,to,loc_fb_FinanceLeaseLiabilityToBePaidAfterYearFour_3F896E914CAB2D52EFD45477B052BBBC
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue
calculation,label,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_1A4E96DEF2EA8F6935815461860A8F8F_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,type,locator
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_LesseeOperatingLeaseLiabilityUndiscountedExcessAmount
calculation,label,loc_us-gaap_LesseeOperatingLeaseLiabilityUndiscountedExcessAmount_1A4E96DEF2EA8F6935815461860A8F8F_af2ac898-45af-69b0-d4ab-f13800924909
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,1
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_1A4E96DEF2EA8F6935815461860A8F8F_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,to,loc_us-gaap_LesseeOperatingLeaseLiabilityUndiscountedExcessAmount_1A4E96DEF2EA8F6935815461860A8F8F_af2ac898-45af-69b0-d4ab-f13800924909
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_OperatingLeaseLiability
calculation,label,loc_us-gaap_OperatingLeaseLiability_1A4E96DEF2EA8F6935815461860A8F8F_a8b66d7f-72c7-4ff2-7f1f-84b93ba048de
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,2
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_LesseeOperatingLeaseLiabilityPaymentsDue_1A4E96DEF2EA8F6935815461860A8F8F_ace8d124-6d5c-421d-3a79-a2bec1d408ae
calculation,to,loc_us-gaap_OperatingLeaseLiability_1A4E96DEF2EA8F6935815461860A8F8F_a8b66d7f-72c7-4ff2-7f1f-84b93ba048de
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_PropertyPlantAndEquipmentNet
calculation,label,loc_us-gaap_PropertyPlantAndEquipmentNet_bf545d72-755b-f46c-4176-2eeaac0328d1
calculation,type,locator
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_PropertyPlantAndEquipmentGross
calculation,label,loc_us-gaap_PropertyPlantAndEquipmentGross_0f02ac25-d0ba-9aaf-434b-6901724c980e
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,1
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_PropertyPlantAndEquipmentNet_bf545d72-755b-f46c-4176-2eeaac0328d1
calculation,to,loc_us-gaap_PropertyPlantAndEquipmentGross_0f02ac25-d0ba-9aaf-434b-6901724c980e
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment
calculation,label,loc_us-gaap_AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment_da8328db-6eed-8982-00a4-561b118e61c9
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,2
calculation,weight,-1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_us-gaap_PropertyPlantAndEquipmentNet_bf545d72-755b-f46c-4176-2eeaac0328d1
calculation,to,loc_us-gaap_AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment_da8328db-6eed-8982-00a4-561b118e61c9
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,fb-20200630.xsd#fb_ContractWithCustomerLiabilityAndUnusedDeposits
calculation,label,loc_fb_ContractWithCustomerLiabilityAndUnusedDeposits_6d406e86-c3ba-b3fb-4ccf-0565eb824634
calculation,type,locator
calculation,item_type,calculation_loc
calculation,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_ContractWithCustomerLiability
calculation,label,loc_us-gaap_ContractWithCustomerLiability_735f43b1-e994-7aed-471e-101b7aca53e0
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,1
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_fb_ContractWithCustomerLiabilityAndUnusedDeposits_6d406e86-c3ba-b3fb-4ccf-0565eb824634
calculation,to,loc_us-gaap_ContractWithCustomerLiability_735f43b1-e994-7aed-471e-101b7aca53e0
calculation,type,arc
calculation,item_type,calculation_loc
calculation,href,fb-20200630.xsd#fb_ContractWithCustomerDepositsUnusedBalances
calculation,label,loc_fb_ContractWithCustomerDepositsUnusedBalances_e0fa8e35-ca01-3d8a-59cb-0565eb92bfbc
calculation,type,locator
calculation,item_type,calculation_calculationArc
calculation,order,2
calculation,weight,1
calculation,arcrole,http://www.xbrl.org/2003/arcrole/summation-item
calculation,from,loc_fb_ContractWithCustomerLiabilityAndUnusedDeposits_6d406e86-c3ba-b3fb-4ccf-0565eb824634
calculation,to,loc_fb_ContractWithCustomerDepositsUnusedBalances_e0fa8e35-ca01-3d8a-59cb-0565eb92bfbc
calculation,type,arc
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/CashAndCashEquivalentsAndMarketableSecurities
definition,type,extended
definition,item_type,definition_definitionLink
definition,role,http://www.facebook.com/role/CashAndCashEquivalentsAndMarketableSecuritiesBreakoutOfCashCashEquivalentsAndMarketableSecuritiesDetails
definition,type,extended
definition,item_type,definition_loc
definition,href,fb-20200630.xsd#fb_CashCashEquivalentsAndMarketableSecuritiesLineItems
definition,label,loc_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
definition,type,locator
definition,item_type,definition_loc
definition,href,fb-20200630.xsd#fb_ScheduleOfCashCashEquivalentsAndMarketableSecuritiesTable
definition,label,loc_fb_ScheduleOfCashCashEquivalentsAndMarketableSecuritiesTable_702CEB49DA2AEB551ABA056618B92810
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/all
definition,from,loc_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
definition,to,loc_fb_ScheduleOfCashCashEquivalentsAndMarketableSecuritiesTable_702CEB49DA2AEB551ABA056618B92810
definition,type,arc
definition,closed,true
definition,contextElement,segment
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_CashAndCashEquivalentsAxis
definition,label,loc_us-gaap_CashAndCashEquivalentsAxis_8D7459803EC199C5E941056618B9D7AC
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_fb_ScheduleOfCashCashEquivalentsAndMarketableSecuritiesTable_702CEB49DA2AEB551ABA056618B92810
definition,to,loc_us-gaap_CashAndCashEquivalentsAxis_8D7459803EC199C5E941056618B9D7AC
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember
definition,label,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B_default
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_CashAndCashEquivalentsAxis_8D7459803EC199C5E941056618B9D7AC
definition,to,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B_default
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember
definition,label,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_CashAndCashEquivalentsAxis_8D7459803EC199C5E941056618B9D7AC
definition,to,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_CashMember
definition,label,loc_us-gaap_CashMember_D7DFC330ED5A35DA33E1056618B96A2C
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B
definition,to,loc_us-gaap_CashMember_D7DFC330ED5A35DA33E1056618B96A2C
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_MoneyMarketFundsMember
definition,label,loc_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B
definition,to,loc_us-gaap_MoneyMarketFundsMember_22991C2740D96796447D056618B99EBD
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_USGovernmentDebtSecuritiesMember
definition,label,loc_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,3
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B
definition,to,loc_us-gaap_USGovernmentDebtSecuritiesMember_B158D5466D22AB3BCF6A056618B9BF9D
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_USGovernmentAgenciesDebtSecuritiesMember
definition,label,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,4
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B
definition,to,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_8FF72B38A70F4D9744D4056618B9258C
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_BankTimeDepositsMember
definition,label,loc_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,5
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B
definition,to,loc_us-gaap_BankTimeDepositsMember_5096F4C28FC434C6FBAE056618B93A50
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_CorporateDebtSecuritiesMember
definition,label,loc_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,6
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_RestrictedCashAndCashEquivalentsCashAndCashEquivalentsMember_59A8069B6FD09F36E0C7056618B9F24B
definition,to,loc_us-gaap_CorporateDebtSecuritiesMember_9F670175431B7B2F1EB2056618B910E2
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_FinancialInstrumentAxis
definition,label,loc_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/hypercube-dimension
definition,from,loc_fb_ScheduleOfCashCashEquivalentsAndMarketableSecuritiesTable_702CEB49DA2AEB551ABA056618B92810
definition,to,loc_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
definition,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B_default
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-default
definition,from,loc_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
definition,to,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B_default
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain
definition,label,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/dimension-domain
definition,from,loc_us-gaap_FinancialInstrumentAxis_953E6B069C24A52A5CE7056618B946E5
definition,to,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_USGovernmentDebtSecuritiesMember
definition,label,loc_us-gaap_USGovernmentDebtSecuritiesMember_2F6DA136CA5026B2C96D056618B92911
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
definition,to,loc_us-gaap_USGovernmentDebtSecuritiesMember_2F6DA136CA5026B2C96D056618B92911
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_USGovernmentAgenciesDebtSecuritiesMember
definition,label,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_B56C3A7FAC1846188A8C056618B9A943
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
definition,to,loc_us-gaap_USGovernmentAgenciesDebtSecuritiesMember_B56C3A7FAC1846188A8C056618B9A943
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_CorporateDebtSecuritiesMember
definition,label,loc_us-gaap_CorporateDebtSecuritiesMember_DADDAB2CFDD001F95757056618B9B39A
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,3
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_us-gaap_TransfersAndServicingOfFinancialInstrumentsTypesOfFinancialInstrumentsDomain_A8D4599F9A90BE95637A056618B9465B
definition,to,loc_us-gaap_CorporateDebtSecuritiesMember_DADDAB2CFDD001F95757056618B9B39A
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_CashAndCashEquivalentsAtCarryingValue
definition,label,loc_us-gaap_CashAndCashEquivalentsAtCarryingValue_8FD4D6F875B2DB3AB50B056618B9D4DB
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,1
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
definition,to,loc_us-gaap_CashAndCashEquivalentsAtCarryingValue_8FD4D6F875B2DB3AB50B056618B9D4DB
definition,type,arc
definition,item_type,definition_loc
definition,href,http://xbrl.fasb.org/us-gaap/2020/elts/us-gaap-2020-01-31.xsd#us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent
definition,label,loc_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent_C30059D22DDC7C55FB65056618B97974
definition,type,locator
definition,item_type,definition_definitionArc
definition,order,2
definition,arcrole,http://xbrl.org/int/dim/arcrole/domain-member
definition,from,loc_fb_CashCashEquivalentsAndMarketableSecuritiesLineItems_EF7AF484614A7200CC67056618B96EBD
definition,to,loc_us-gaap_AvailableForSaleSecuritiesDebtSecuritiesCurrent_C30059D22DDC7C55FB65056618B97974
definition,type,arc
